	Term	P-value	trait_efos	trait_category	program_name	trait_reported	Genes	study_id	pmid	-log10(p-value)
10228	EFO_0008328	0.3580364041908723	EFO_0008328	measurement	16	Chronotype	ALG10;GNAO1;PGPEP1;RASA1;ZBTB16	GCST007576	PMID:30696823	0.4460728132013204
10229	EFO_0008375	0.3580470966009622	EFO_0008375	measurement	15	Macular thickness	CDCP1;CDKN2B;METRNL;ABLIM3	GCST006976	PMID:30535121	0.4460598436113341
10230	EFO_0008375	0.3580470966009622	EFO_0008375	measurement	50	Macular thickness	FBN1;SCD;FAT1;LHFPL2	GCST006976	PMID:30535121	0.4460598436113341
10231	EFO_0004696	0.3580931277392372	EFO_0004696	measurement	37	Sex hormone-binding globulin levels	TNPO1;ADAM9;ABCB6;IFITM3;GSTM4;CCND1;FSTL3;TXN;CYB5A;ZMYND8;FKBP4;SLC25A37;DPF3;ZNF106;NUDT4;EPHX1	GCST90025958	PMID:34226706	0.4460040135694048
10232	EFO_0007842	0.3582422672049327	EFO_0007842	measurement	55	Chin dimples	SEM1	GCST003989	PMID:27182965	0.4458231752403803
10233	EFO_0004526	0.358336841673095	EFO_0004526	measurement	17	Mean corpuscular volume	PDXP;TXN;ITM2C;RAB10;SLC40A1;HK1;CCND2;TMC6;AFF3;ZNF704	GCST90002338	PMID:32888493	0.4457085384350885
10234	EFO_0004736	0.3586006554770827	EFO_0004736	measurement	5	Aspartate aminotransferase levels	EIF2AK2;PANK2;B4GALT1;CTSS;ZNF704	GCST90018944	PMID:34594039	0.44538892093719384
10235	EFO_0010125	0.3586246261860202	EFO_0010125	measurement	8	Pre-treatment viral load in HIV-1 infection	CREB5;NTM;RGCC	GCST008758	PMID:31219150	0.44535989143450094
10236	EFO_0010736	0.3586688715664887	EFO_0010736	measurement	53	Cortical surface area	RPL37A;BPTF;RALBP1;CCDC88A;CNTLN;PPFIBP1;REST;PRRC2C;ROCK2;TJP1;CEP57;SEM1;FNBP1L;NDUFAF2	GCST90091060	PMID:34560273	0.4453063135764226
10237	EFO_0004682	0.3588012390481544	EFO_0004682	measurement	39	QT interval	CAV1	GCST010919	PMID:29874175	0.4451460658764206
10238	EFO_0008002	0.3588012390481544	EFO_0008002	measurement	39	Moderate to vigorous physical activity levels	MARCKS	GCST006097	PMID:29899525	0.4451460658764206
10239	EFO_0009596	0.3588012390481544	EFO_0009596	measurement	39	Feeling tense	CDH13	GCST006952	PMID:29500382	0.4451460658764206
10240	EFO_0007984	0.3588238292905737	EFO_0007984	measurement	45	Platelet distribution width	COL18A1;TRAK1;GAA;COL4A1;PVR;SLC12A7;ZMAT3;MYO9B;TBCA;PREX1	GCST90002401	PMID:32888494	0.4451187234156743
10241	EFO_0004761	0.358920078849083	EFO_0004761	measurement	13	Serum uric acid levels	MLXIP;NRG1;CPEB4;FMN1;PPM1A;KDM4B	GCST90018977	PMID:34594039	0.44500224551339546
10242	EFO_0004568	0.3590611522572652	EFO_0004568	measurement	24	Non-albumin protein levels	PLCG2;TNFRSF10C;TNFAIP3;TNIP1	GCST90019515	PMID:33462484	0.44483157976100285
10243	EFO_0004530	0.3590970784894349	EFO_0004530	measurement	3	Triglycerides	PPIF;DCK;YEATS4;SYNE2;CAND1	GCST90018975	PMID:34594039	0.4447881281545688
10244	EFO_0004623	0.3591864680701103	EFO_0004623	measurement	22	Fibrinogen levels	TOMM7	GCST003194	PMID:26561523	0.44468003323296484
10245	EFO_0004736	0.3592040401781434	EFO_0004736	measurement	50	Aspartate aminotransferase levels	DAB2;RRBP1;STAU1;SKIL;NCOR2;SLC4A7;P4HA2	GCST90018944	PMID:34594039	0.4446587872129574
10246	EFO_0009597	0.3592051172341424	EFO_0009597	measurement	6	Feeling nervous	OMG	GCST006948	PMID:29500382	0.44465748500384095
10247	EFO_0009942	0.3592051172341424	EFO_0009942	measurement	6	Medication use (glucocorticoids)	IL4R	GCST90019000	PMID:34594039	0.44465748500384095
10248	EFO_0007992	0.3592698624225504	EFO_0007992	measurement	53	Basophil percentage of white cells	CHD1;RAB2A;AHI1;YWHAB	GCST90002380	PMID:32888494	0.4445792123320635
10249	EFO_0004838	0.3593328095482422	EFO_0004838	measurement	9	Calcium levels	ECE1;SPTBN1;SEPTIN2;PLEC;CCBE1;PABPC1;GNG12;CD44;MYO5A	GCST90025990	PMID:34226706	0.4445031269222094
10250	EFO_0008354	0.359522402535618	EFO_0008354	measurement	55	Cognitive performance (MTAG) [MTAG]	SEC61G;SREK1IP1;VRK2;ARF5;SPATS2L;CDH2;PTPRN2	GCST006570	PMID:30038396	0.4442740427095615
10251	EFO_0007843	0.3595561703113655	EFO_0007843	measurement	15	Nose size	FOXP1	GCST003999	PMID:27182965	0.4442332539578511
10252	EFO_0007803	0.3595561703113655	EFO_0007803	measurement	50	Sensitivity / hurt feelings	SIPA1L1	NEALE2_1950		0.4442332539578511
10253	EFO_0007843	0.3595561703113655	EFO_0007843	measurement	50	Nose size	FOXP1	GCST003999	PMID:27182965	0.4442332539578511
10254	EFO_0004305	0.3595697731762372	EFO_0004305	measurement	12	Red blood cell count	ARID1B;IRF2BP2;CCNA2;FOXP1;PHGDH;TYMS;GLRX5;CHCHD2	GCST90018971	PMID:34594039	0.4442168238757325
10255	EFO_0004713	0.359570957356256	EFO_0004713	measurement	23	Lung function (FEV1/FVC)	MFAP2;EVA1B;CCND1;HSPG2;CALD1;TPM1;PRSS23	GCST90025978	PMID:34226706	0.44421539360533924
10256	EFO_0004639	0.3596974688033519	EFO_0004639	measurement	31	Phospholipid levels (plasma) [levels]	NTAN1	GCST001414	PMID:22359512	0.4440626183077183
10257	EFO_0004639	0.3596974688033519	EFO_0004639	measurement	31	Phospholipid levels (plasma) [proportions]	NTAN1	GCST001414_2	PMID:22359512	0.4440626183077183
10258	EFO_0006312	0.3598288892870505	EFO_0006312	measurement	12	Mitochondrial DNA copy number	SLC25A5;MGME1	GCST90026371	PMID:35023831	0.44390397174565066
10259	EFO_0004631	0.3599615368053671	EFO_0004631	measurement	53	Serum 25-Hydroxyvitamin D levels	RAB2A;EEA1;REST	GCST90000618	PMID:32242144	0.4437439026927516
10260	EFO_0007824	0.3602338429765139	EFO_0007824	measurement	31	Pattern 1 | hair/balding pattern	PDGFA;LAMC1;FAM118A;IQGAP1;ERRFI1	NEALE2_2395_1		0.4434154888304227
10261	EFO_0004844	0.3603713044784944	EFO_0004844	measurement	44	Hip bone size	TM2D1	GCST010300	PMID:32314116	0.4432497981669041
10262	EFO_0007841	0.360621131680681	EFO_0007841	measurement	32	Facial morphology (segment 1)	THSD4	GCST90007181	PMID:33288918	0.44294882807556923
10263	EFO_0007841	0.360621131680681	EFO_0007841	measurement	32	Facial morphology (segment 2)	THSD4	GCST90007182	PMID:33288918	0.44294882807556923
10264	EFO_0004682	0.3607243971754141	EFO_0004682	measurement	25	QT interval	CAV1	GCST010919	PMID:29874175	0.44282448368568694
10265	EFO_0008393	0.3607290740568641	EFO_0008393	measurement	16	Reaction time	MED13L	GCST006268	PMID:29844566	0.44281885298630774
10266	EFO_0004308	0.3608022284788728	EFO_0004308	measurement	11	White blood cell count	PROX1;PTPRC;CD36;TNFSF14;DDR2;LEPR;CD46	GCST90018978	PMID:34594039	0.4427307887213136
10267	EFO_0004614	0.3608080078964535	EFO_0004614	measurement	25	Apolipoprotein A1 levels	GALNT10;FOXO1;SLC12A2;DAB2;CMIP;SULF2;TGOLN2;LPP;CLIC4;NFE2L3;GALNT2;PTTG1IP	GCST90025955	PMID:34226706	0.44272383214271355
10268	EFO_0006336	0.3608080078964535	EFO_0006336	measurement	25	Diastolic blood pressure	B4GALT5;ZFP36L1;CCND1;MMP14;PHLDB2;SWAP70;CLIC4;ERAP2;ST3GAL5;PREX1;ADGRL4;DUSP1	GCST90000059	PMID:33230300	0.44272383214271355
10269	EFO_0007988	0.3608351477463723	EFO_0007988	measurement	5	White blood cell count	CD164;BBX;SETD1B;ZC3HAV1;ITGAL;IFITM2;PARP12;TGM2;ZEB2	GCST90002378	PMID:32888493	0.44269116589493496
10270	EFO_0007877	0.3610546810970729	EFO_0007877	measurement	34	Number of sexual partners	STK32C;NFIA	GCST007326	PMID:30643258	0.4424270199770048
10271	EFO_0007824	0.3613355494128482	EFO_0007824	measurement	21	Pattern 1 | hair/balding pattern	MPDZ;EFEMP1;ZNRF3;TCF4	NEALE2_2395_1		0.44208930897074417
10272	EFO_0007995	0.3614618466550394	EFO_0007995	measurement	5	Basophil percentage of granulocytes	ZEB2;ZYX	GCST004634	PMID:27863252	0.44193753699087857
10273	EFO_0004351	0.3614618466550394	EFO_0004351	measurement	41	Resting heart rate	PMP22;GNG11	GCST003818	PMID:27798624	0.44193753699087857
10274	EFO_0007680	0.3614626744942091	EFO_0007680	measurement	2	Walking pace	CRTAC1;FHL2	GCST011122	PMID:33128006	0.4419365423476681
10275	EFO_0009941	0.3616373363810389	EFO_0009941	measurement	23	Medication use (adrenergics, inhalants)	TMEM258	GCST90018999	PMID:34594039	0.44172673818784686
10276	EFO_0007014	0.3616447146079216	EFO_0007014	measurement	37	3-hydroxypropylmercapturic acid levels in smokers [Japanese]	CPPED1	GCST002956_4	PMID:26053186	0.4417178776797861
10277	EFO_0007014	0.3616447146079216	EFO_0007014	measurement	37	3-hydroxypropylmercapturic acid levels in smokers [Latino]	CPPED1	GCST002956_5	PMID:26053186	0.4417178776797861
10278	EFO_0007843	0.3616447146079216	EFO_0007843	measurement	37	Nose size	FOXP1	GCST003999	PMID:27182965	0.4417178776797861
10279	EFO_0009115	0.3616447146079216	EFO_0009115	measurement	37	Smoking behaviour (cigarette pack-years)	CPNE7	GCST008803	PMID:30679032	0.4417178776797861
10280	EFO_0600004	0.361682485532755	EFO_0600004	measurement	45	Retinal nerve fibre layer (RNFL) thickness	DYNC1I2	GCST90014266	PMID:33979322	0.4416725214309315
10281	EFO_0009716	0.3618514462243932	EFO_0009716	measurement	36	Relative age of first facial hair	FOXO3;MKLN1;AKT3	NEALE2_2375		0.4414696872744389
10282	EFO_0005677	0.362003177198318	EFO_0005677	measurement	4	Male puberty timing (age at voice breaking MTAG)	ENDOD1;NR5A2	GCST90012088	PMID:32210231	0.4412876177716902
10283	EFO_0004838	0.3621082054799214	EFO_0004838	measurement	41	Calcium levels	SEPTIN2;CCBE1;CCND1;MAFB;GNG12;CALM1	GCST90025990	PMID:34226706	0.4411616338290119
10284	EFO_0004535	0.3625114434149197	EFO_0004535	measurement	15	Serum albumin levels	SHROOM3;KLF13;PLEC;EPHA2;TRIB1;GCKR	GCST90018945	PMID:34594039	0.4406782794832998
10285	EFO_0004535	0.3625114434149197	EFO_0004535	measurement	50	Serum albumin levels	NREP;SPSB1;SRP14;CD44;F2R;YWHAB	GCST90018945	PMID:34594039	0.4406782794832998
10286	EFO_0008446	0.362761077574264	EFO_0008446	measurement	48	Platelet-to-lymphocyte ratio	S1PR1;ABCC4	GCST90085818	PMID:34469753	0.44037931670988273
10287	EFO_0004631	0.3628769291346024	EFO_0004631	measurement	17	Serum 25-Hydroxyvitamin D levels	APOE;NADSYN1;MAFB	GCST90000618	PMID:32242144	0.4402406423479084
10288	EFO_0007878	0.3628769291346024	EFO_0007878	measurement	17	Alcohol consumption (drinks per week) (MTAG)	WASF3;KIF26A;RPTOR	GCST007472	PMID:30643251	0.4402406423479084
10289	EFO_0009389	0.3630715415389544	EFO_0009389	measurement	2	Sum eosinophil basophil counts	SMAD3;PAK2;STAT1;UHRF2;EXTL2	GCST004624	PMID:27863252	0.4400077908473982
10290	EFO_0007946	0.3631262805288558	EFO_0007946	measurement	24	Frequency of tiredness / lethargy in last 2 weeks	PAFAH1B1	NEALE2_2080		0.43994231876642587
10291	EFO_0008447	0.3631262805288558	EFO_0008447	measurement	24	Neutrophil-to-lymphocyte ratio	NR1D1	GCST90085817	PMID:34469753	0.43994231876642587
10292	EFO_0009598	0.3631262805288558	EFO_0009598	measurement	24	Feeling miserable	PAFAH1B1	GCST006943	PMID:29500382	0.43994231876642587
10293	EFO_0009599	0.3631262805288558	EFO_0009599	measurement	24	Feeling hurt	BTG3	GCST006951	PMID:29500382	0.43994231876642587
10294	EFO_0004730, EFO_0004748	0.3632079619535826	EFO_0004730, EFO_0004748	measurement	51	Thyroid hormone levels [TSH]	NFIA	GCST001856_7	PMID:23408906	0.43984463979135474
10295	EFO_0005665	0.3632079619535826	EFO_0005665	measurement	51	White matter hyperintensity volume	COL4A2	GCST011946	PMID:33293549	0.43984463979135474
10296	EFO_0006781	0.3632079619535826	EFO_0006781	measurement	51	Caffeine consumption from coffee	FTO	GCST011125	PMID:33287642	0.43984463979135474
10297	EFO_0009588	0.3632079619535826	EFO_0009588	measurement	51	Feeling fed-up	ATAD2B	GCST006947	PMID:29500382	0.43984463979135474
10298	EFO_0005665	0.3632079619535826	EFO_0005665	measurement	56	White matter hyperintensity volume	CALCRL	GCST011946	PMID:33293549	0.43984463979135474
10299	EFO_0007841	0.3632079619535826	EFO_0007841	measurement	56	Facial morphology (segment 1)	ERI1	GCST90007181	PMID:33288918	0.43984463979135474
10300	EFO_0007841	0.3632079619535826	EFO_0007841	measurement	56	Facial morphology (segment 2)	ERI1	GCST90007182	PMID:33288918	0.43984463979135474
10301	EFO_0007994	0.3632237154288927	EFO_0007994	measurement	5	Neutrophil percentage of granulocytes	JAK2;STAT1;IFITM3;N4BP1	GCST004623	PMID:27863252	0.4398258034778732
10302	EFO_0007994	0.3632237154288927	EFO_0007994	measurement	41	Neutrophil percentage of granulocytes	JAK1;GPX4;BAX;ADRB2	GCST004623	PMID:27863252	0.4398258034778732
10303	EFO_0007778	0.3632444071318026	EFO_0007778	measurement	39	Urinary albumin-to-creatinine ratio	LGR4;TCF4	GCST008790	PMID:31511532	0.43980106380349987
10304	EFO_0004840	0.3634485388813842	EFO_0004840	measurement	7	Cortical thickness	ATOX1;NR2F1;NR2F2;MAPRE2;RPL37A;PAM;DPYSL2;SEM1	GCST90091061	PMID:34560273	0.43955707273342626
10305	EFO_0007997	0.363458594851587	EFO_0007997	measurement	23	Granulocyte percentage of myeloid white cells	PNKD;TSPO;CCL2	GCST004608	PMID:27863252	0.43954505674908145
10306	EFO_0004628	0.3634990891505323	EFO_0004628	measurement	28	Insulin-like growth factor 1 levels	ZFP36L1;PLEC;PTPN1;ZBTB38;HMGA2;PLXNA2;NLRP1;ARHGAP10;ACTN4;DCBLD2	GCST011520	PMID:33587031	0.4394966730508671
10307	EFO_0007876	0.3635417783622394	EFO_0007876	measurement	32	Insomnia	NOL4L;GNAO1;SYT14;FOXP1;NFIB	GCST007988	PMID:30804565	0.43944567264654066
10308	EFO_0007876	0.3635417783622394	EFO_0007876	measurement	32	Insomnia [Female]	NOL4L;GNAO1;SYT14;FOXP1;NFIB	GCST007988_2	PMID:30804565	0.43944567264654066
10309	EFO_0007876	0.3635417783622394	EFO_0007876	measurement	32	Insomnia [Male]	NOL4L;GNAO1;SYT14;FOXP1;NFIB	GCST007988_3	PMID:30804565	0.43944567264654066
10310	EFO_0008475	0.3635674143727873	EFO_0008475	measurement	5	Experiencing mood swings	BBX	GCST006944	PMID:29500382	0.4394150484210878
10311	EFO_0005055	0.3635674143727873	EFO_0005055	measurement	41	QRS duration	CAV1	GCST007104	PMID:30012220	0.4394150484210878
10312	EFO_0006784	0.3635674143727873	EFO_0006784	measurement	41	Birth length (MTAG)	IGF2BP3	GCST009499	PMID:31681408	0.4394150484210878
10313	EFO_0004842	0.3635853638830276	EFO_0004842	measurement	38	Eosinophil counts	CD164;IRF8;SLC7A11;RARB;IFITM2;RRBP1;CARD11;JUND;MAP3K5	GCST90002302	PMID:32888493	0.4393936076084143
10314	EFO_0006925	0.3635911628135022	EFO_0006925	measurement	33	Lipoprotein (a) levels	BAZ1B	GCST012232	PMID:33730874	0.43938668097254624
10315	EFO_0004703	0.3640726001648124	EFO_0004703	measurement	13	Menarche (age at onset)	ANXA1;STARD4;SULF2;DNAJC21;BTG1;ASCC3;KDM4B	GCST007078	PMID:30595370	0.4388120045183859
10316	EFO_0007006	0.3641619955838925	EFO_0007006	measurement	51	Depressive symptoms	MBNL1;ASCC3;ETNK1;RBM12B	GCST007340	PMID:30643256	0.4387053797091951
10317	EFO_0007869	0.3642134129269838	EFO_0007869	measurement	3	Well-being spectrum (multivariate analysis)	MMS22L;MFHAS1;OBI1;ERI1	GCST007341	PMID:30643256	0.438644064436453
10318	EFO_0009795	0.3642468213732557	EFO_0009795	measurement	19	Serum urea levels	TMEM60;RAI14;ZRANB1;GLI2;PRSS23;GNAS	GCST90025991	PMID:34226706	0.43860422944425476
10319	EFO_0008394	0.3643830719988915	EFO_0008394	measurement	3	Verbal-numerical reasoning	TMEM160;NCAPG	GCST90011298	PMID:32895543	0.438441807078394
10320	EFO_0004614	0.3645876762180601	EFO_0004614	measurement	18	Apolipoprotein A1 levels	PEPD;FOXO1;EIF4E3;RNF145;CSRNP1;FNDC3A;CMIP;CSF1;TRIB1;VEGFA	GCST90025955	PMID:34226706	0.438198015442283
10321	EFO_0004535	0.364694388985043	EFO_0004535	measurement	51	Serum albumin levels	PLEC;MBNL1;UBE2K;FTO;PCNT	GCST90018945	PMID:34594039	0.4380709184838046
10322	EFO_0008039	0.3647527523640628	EFO_0008039	measurement	7	Hip index	PUM1;MTMR11;CMIP	GCST90020026	PMID:34021172	0.4380014223076712
10323	EFO_0006940	0.364765826894233	EFO_0006940	measurement	28	Optic cup area	FLNB	GCST009404	PMID:31798171	0.43798585533934864
10324	EFO_0009283	0.364765826894233	EFO_0009283	measurement	28	Potassium levels	FGF5	GCST006031	PMID:29403010	0.43798585533934864
10325	EFO_0005763	0.3648064712917404	EFO_0005763	measurement	10	Pulse pressure	PEPD;CDKN1A;INSR;TRPM7;FBXL19;USP36;FOSL2	GCST90000061	PMID:33230300	0.43793746633768316
10326	EFO_0004644	0.3649326565436482	EFO_0004644	measurement	20	TPE interval (resting)	CAMK2D	GCST010346	PMID:32386560	0.43778727140621526
10327	EFO_0004644	0.3649326565436482	EFO_0004644	measurement	20	TPE interval (resting) [men]	CAMK2D	GCST010346_2	PMID:32386560	0.43778727140621526
10328	EFO_0004644	0.3649326565436482	EFO_0004644	measurement	20	TPE interval (resting) [women]	CAMK2D	GCST010346_3	PMID:32386560	0.43778727140621526
10329	EFO_0020864	0.3649326565436482	EFO_0020864	measurement	20	Total cerebellar volume (excluding Crus I vermis)	PAPPA	GCST90020190	PMID:35079123	0.43778727140621526
10330	EFO_0020864	0.3649326565436482	EFO_0020864	measurement	30	Total cerebellar volume (excluding Crus I vermis)	EIF2AK3	GCST90020190	PMID:35079123	0.43778727140621526
10331	EFO_0600005	0.3649326565436482	EFO_0600005	measurement	30	Ganglion cell inner plexiform layer (GCIPL) thickness	ERP44	GCST90014267	PMID:33979322	0.43778727140621526
10332	EFO_0006925	0.3650468880869373	EFO_0006925	measurement	53	Lipoprotein (a) levels	BAZ1B	GCST012232	PMID:33730874	0.43765134943503237
10333	EFO_0007987	0.3651490889060365	EFO_0007987	measurement	50	Granulocyte count	CD164;PLAUR;ACVRL1;VMP1;ADGRL4	GCST004614	PMID:27863252	0.43752977864179576
10334	EFO_0004312	0.3651832214473061	EFO_0004312	measurement	34	Lung function (FVC)	LTBP4;ADAMTS6;PIGL;MDM4;CMSS1;NUDT6;HTRA1;MAGEF1;LTBP1	GCST007081	PMID:30595370	0.43748918458857544
10335	EFO_0004351	0.3652677922076807	EFO_0004351	measurement	47	Resting heart rate	PMP22;CALCRL;FLRT2	GCST003818	PMID:27798624	0.4373886203781395
10336	EFO_0004309	0.365532515366223	EFO_0004309	measurement	40	Platelet count	KIF2A;PAK2;SNX9;CAVIN2;SYNE2;SQLE;YES1;FAM107B;PRC1;PACSIN2;ACTN4;REST;QSER1;PDS5B	GCST90002361	PMID:32888493	0.4370739850096977
10337	EFO_0004730, EFO_0004748	0.3657850213943015	EFO_0004730, EFO_0004748	measurement	14	Thyroid hormone levels [TSH]	VEGFA	GCST001856_7	PMID:23408906	0.4367740825091085
10338	EFO_0009589	0.3657850213943015	EFO_0009589	measurement	14	Feeling worry	AREL1	GCST006950	PMID:29500382	0.4367740825091085
10339	EFO_0009592	0.3657850213943015	EFO_0009592	measurement	14	Sociability score	NR4A2	GCST012114	PMID:34054130	0.4367740825091085
10340	EFO_0007994	0.3657929148381356	EFO_0007994	measurement	25	Neutrophil percentage of granulocytes	FOXO1;PLAGL1;SMAD3;JAK1;CD200;SCD5	GCST004623	PMID:27863252	0.43676471076911827
10341	EFO_0006940	0.3658030850351052	EFO_0006940	measurement	48	Optic cup area	FLNB	GCST009404	PMID:31798171	0.436752636180343
10342	EFO_0004838	0.3661449718051167	EFO_0004838	measurement	51	Calcium levels	SPTBN1;PLEC;PLCG1;MSI2;MYO5A;PCNX4;EHBP1L1	GCST90025990	PMID:34226706	0.43634692556450816
10343	EFO_0004838	0.3661449718051167	EFO_0004838	measurement	56	Calcium levels	HEATR5B;NAP1L4;SEPTIN2;PABPC1;CPT1A;GFPT1;CALM1	GCST90025990	PMID:34226706	0.43634692556450816
10344	EFO_0008377	0.3664810586937645	EFO_0008377	measurement	34	Itch intensity from mosquito bite	LPP	GCST004861	PMID:28199695	0.4359484666363718
10345	EFO_0006925	0.3664994789767935	EFO_0006925	measurement	17	Lipoprotein (a) levels	APOE	GCST012232	PMID:33730874	0.4359266384243931
10346	EFO_0009458	0.3664994789767935	EFO_0009458	measurement	17	Problematic alcohol use	ADH4	GCST010546	PMID:32451486	0.4359266384243931
10347	EFO_0004531	0.3665075768526206	EFO_0004531	measurement	9	Urate levels	SPTBN1;STT3B;AAK1;RAI14;USP34;PTPN11	GCST008972	PMID:31578528	0.43591704271106674
10348	EFO_0004531	0.3665075768526206	EFO_0004531	measurement	9	Urate levels [AA]	SPTBN1;STT3B;AAK1;RAI14;USP34;PTPN11	GCST008972_2	PMID:31578528	0.43591704271106674
10349	EFO_0004531	0.3665075768526206	EFO_0004531	measurement	9	Urate levels [East Asian]	SPTBN1;STT3B;AAK1;RAI14;USP34;PTPN11	GCST008972_3	PMID:31578528	0.43591704271106674
10350	EFO_0004305	0.3665147746291031	EFO_0004305	measurement	54	Red blood cell count	ANP32B;NDFIP1;PHGDH;TYMS;GLRX5;SPPL2A;CHCHD2	GCST90018971	PMID:34594039	0.4359085137634784
10351	EFO_0004346, EFO_0004464	0.3666897154449095	EFO_0004346, EFO_0004464	measurement	34	Brain morphology (min-P)	COL18A1;PEX2;SLC20A2;THSD4;DPYSL2;SDCCAG8;NRP1	GCST010699	PMID:32665545	0.43570127053615326
10352	EFO_0004346, EFO_0004464	0.3666897154449095	EFO_0004346, EFO_0004464	measurement	34	Brain morphology (MOSTest)	COL18A1;PEX2;SLC20A2;THSD4;DPYSL2;SDCCAG8;NRP1	GCST010703	PMID:32665545	0.43570127053615326
10353	EFO_0008394	0.3667598599954075	EFO_0008394	measurement	46	Verbal-numerical reasoning	PTPRN2;SYT1	GCST90011298	PMID:32895543	0.435618201727254
10354	EFO_0004833	0.3667807334978745	EFO_0004833	measurement	17	Neutrophil count	PAK2;MAFB;PTMA;FAM53B;CCND2;PDLIM1;FRAT1;TNFRSF10C	GCST90002355	PMID:32888493	0.4355934853120419
10355	EFO_0004730, EFO_0004748	0.3670698977691105	EFO_0004730, EFO_0004748	measurement	13	Thyroid hormone levels [TSH]	NRG1	GCST001856_7	PMID:23408906	0.4352512291402537
10356	EFO_0005665	0.3670698977691105	EFO_0005665	measurement	13	White matter hyperintensity volume	PRAG1	GCST011946	PMID:33293549	0.4352512291402537
10357	EFO_0009588	0.3670698977691105	EFO_0009588	measurement	13	Feeling fed-up	GBE1	GCST006947	PMID:29500382	0.4352512291402537
10358	EFO_0007997	0.3672124119043087	EFO_0007997	measurement	19	Granulocyte percentage of myeloid white cells	SH2D3C;IRF2BP2;UBASH3B;IFITM2;CEBPD	GCST004608	PMID:27863252	0.43508264792163637
