Term	FDR q-val	trait_efos	trait_category	program_name	trait_reported	Lead_genes	study_id	pmid	-log10(p-value)
EFO_0004340	0.373567524675949	EFO_0004340	measurement	22	Body mass index	ZSWIM6;PDE4B;SETBP1;LDB2;MAST4;PREX1;KIT;MAML3;BCL2;PHACTR1;NLK;ROBO1;PDE1C;MEF2C;SSH2;AKT3;EXT1;NEDD1;NPC1;DUSP6;RANBP17;CCND1;BTBD9;FBXL17;FOXO3;TRIM66;PTPN7;BACH1;SLC10A7;HS6ST3;GADD45G;CDH13;SMG6;PRKN;SSBP2;LIMD2;AGAP1;CCDC57;BACE2;HIVEP3;DPH6;ZCCHC7;HIVEP2;SLC25A37;AHR;PARD3B;XKR6;NRXN1;TRAF3;KDM4C	GCST009004	PMID:30239722	0.42763088529810156
EFO_0004302	0.373613909275932	EFO_0004302	measurement	5	Height	IGFBP4;ETV6;DIS3L2;ANKS1A;SLC22A4;CABLES1;SCMH1;EFR3B;JAZF1;HMGA2	GCST001956	PMID:23563607	0.42757696378739896
EFO_0009924	0.3736305533761865	EFO_0009924	measurement	54	Medication use (drugs used in diabetes)	LPP;JAZF1;GLIS3;WSCD2;TSHZ3;ST6GAL1;CCND1;HIVEP2;ZNRF3;ARAP1	GCST90018981	PMID:34594039	0.4275576168634424
EFO_0009388	0.3737234305430201	EFO_0009388	measurement	54	Sum basophil neutrophil counts	STXBP6;CDK6;JAZF1;RBPMS;LYN;FAM53B;ATXN1;CREB5;NPC1;KITLG;SETBP1	GCST004620	PMID:27863252	0.4274496732594042
EFO_0004696	0.3739999999999999	EFO_0004696	measurement	17	Sex hormone-binding globulin levels	ARHGAP10;CACNA2D1;CUX2;ADGRV1;TRIM2;SMG6;ZFPM1;SLC20A2;TRPS1;FOXN3;EGR1;RORA;EPHA2;DOCK4;JADE2;CMIP;ARL15;GLI2;CCND2;MIXL1;SOX5;FAM13A;ZNF704;JAZF1;HMGA2;BANP;TPD52;IPO11;AADAT;LMX1B;PDGFC;CDK19;CCDC92;HPN;NR3C2;TXNDC11;AUTS2;NUDT4;EMILIN2;PPP1R3B;HS3ST3B1;SLC25A37;SETBP1	GCST90025958	PMID:34226706	0.42712839779951994
EFO_0007997	0.3741031639242792	EFO_0007997	measurement	5	Granulocyte percentage of myeloid white cells	SH2D3C;TSPAN9;ERG;PLAGL1;CXCR4;HLX;LPP;BCL2;SPRED2;UBASH3B;PLPP3	GCST004608	PMID:27863252	0.4270086188024763
EFO_0007822	0.3741282729584945	EFO_0007822	measurement	48	Hair color	AREG;CDKN2B;ERRFI1;AKAP12;TNIK;CREB5;NOX4;SOX6;CD44;MBNL1;SERINC5;DUSP6;MAFB;EXT1;SGK1;SASH1;TWIST2;PLXNB2;ZFP36L1;FMN2;GAB2;ARHGAP42;BCAR3;RUNX2;TBX3	GCST007082	PMID:30595370	0.42697947082907617
EFO_0004713	0.3741666666666666	EFO_0004713	measurement	26	Lung function (FEV1/FVC)	SYN3;FGFR2;SFRP1;PDZRN3;SDC2;SPATS2L;NEB;SORL1;TPM1;PLXDC2;GJA1;NTM;EZR;NEBL;ARHGAP42;C1GALT1;DGKB;ERC2;IFITM2;ADK;PCSK5;AMPD3;CTTNBP2;ELAVL2;SLC1A3;SLC24A3;ANO1;NFIA;FAM184A;FOXP1;ARNTL;FRMD4A;THSD4;COL21A1;AUTS2;PRR16;CERS6;CHRM3;BCL11A;TGFBR3;NR3C1;COL8A1;LTBP1;PDE3A;GNA12;PPP1R3B;MET;NEXN;FLT1;TFAP2C;NCALD;HSPG2;JAG1	GCST90025978	PMID:34226706	0.42693490504430176
EFO_0005192	0.3742133779016371	EFO_0005192	measurement	14	Red cell distribution width	SMAD6;CDH1;ZNF516;ARL15;ATP2B4;PPM1H;ARHGAP42;ATP11A;AGAP1;BMP2K;HELLS	GCST90002372	PMID:32888493	0.4268806907937638
EFO_0004741	0.3743586358291217	EFO_0004741	measurement	48	Blood urea nitrogen levels	EGFR;PRSS23;COL4A2;PHLDA1;PITPNC1;ARID5B;LPP;PLCB1;DCDC2;ADAMTS9;RORA;TBX3;RBPMS;RSPO3;GIPR;FUT8	GCST90018948	PMID:34594039	0.42671214397129664
EFO_0009931	0.3744134597196027	EFO_0009931	measurement	57	Medication use (agents acting on the renin-angiotensin system)	JPH2;FOSL2;CDKN2B;SLC7A1;SLC22A3;CMIP;FBN2;PLCE1;AUTS2;PRDM6;ATP2B1;ADCY9	GCST90018988	PMID:34594039	0.4266485472820064
EFO_0004980	0.3744171750997752	EFO_0004980	measurement	48	Appendicular lean mass	LTBP2;BMP6;PDGFC;COL1A2;UBASH3B;COL4A2;COL6A2;CCDC3;LOXL2;KCNQ5;HIVEP3;SPRED2;PCSK1;FLT1;MAML3;LTBP1;MEGF10;JAG1;CREB5;AFAP1L2;PRKCA;EFEMP1;PTPRG;ARID5B;USP53;IL11;ETV6;PITX2;CD44;VCAN;GFRA1;LMCD1;MBNL1;FOXP1;ISM1;CPXM2;SYT17;HMCN1;KLF7;PLEC;PAPPA;SGK1;SASH1;AUTS2;CRMP1;DLK1;GLI2;SLC22A3;SPATS2L;SEC24D;IER2;IGFBP3;ZNF608;HDAC7;ARHGAP42;CCND3;FBLN2;FHL2;SLC12A2;ADGRG6;HPCAL1;IGFBP5;B4GALNT3;TBX3;CHSY1;SLC7A1;RBPMS;PDPN;SCARF2;RSPO3;SMG6;FOXO1;GLS;ARVCF;ATRN;DRAM1;PLCL1;ATP2B4;PCOLCE2;TGFB2;ANK3;CAV1;ADAMTSL3;CCDC92	GCST90000025	PMID:33097823	0.4266442377117723
EFO_0004611	0.3744671773934584	EFO_0004611	measurement	48	LDL cholesterol levels	FN1;CDKN2B;UBASH3B;LIPG;MAFB;ABCA1;GLI2;ITGA1;B4GALNT3;LDLR;RSPO3	GCST010245	PMID:32203549	0.4265862428553192
EFO_0004617	0.3744940255548102	EFO_0004617	measurement	1	Cystatin C levels	GMDS;RAD51B;GLI2;RBM47;RORA;ADK;COL18A1;PIP5K1B;BNC2;MSI2;NKAIN1;PRKAR1B;MGMT;ADGRV1;GRHL2;ADAMTS7;FANCA;ITPR3;MAP7;SHROOM3;MBD5;QSOX2;CENPF;ATG7;SLC20A2;SMG6;UBASH3B;ARL15;HMGA2;TMEM266;AUTS2;FARP1;BCAR3;GRB10;POLI;SRGAP1;INMT;UBE2Q2;GCAT;SORBS1;PLXNB2;KCTD1;CDC14A;OGDHL;PLPP3;TNK2;MPPED2;KIAA1217;CGNL1;BICC1;NFIA;SNX8	GCST90025945	PMID:34226706	0.42655510637379407
EFO_0009795	0.3745296634462892	EFO_0009795	measurement	57	Serum urea levels	LPP;PRSS23;ARID5B;COL4A2;GLI2;RBPMS;CDC14A;SMAD3;PTPRF;PLCE1;GRB10;FUT8;EGFR;HES1;UBE2Q2;SCAPER;ERBB2;EPB41L5;AHR;CCDC57;ACVR2A;TPPP	GCST90025991	PMID:34226706	0.4265137796711679
EFO_0007990	0.3745968907472357	EFO_0007990	measurement	54	Neutrophil percentage of white cells	EGF;ARID5B;STXBP6;STEAP1B;CD226;CDK6;SLC2A1;LDLRAD3;GJA1;ADAM19;JAZF1;SHB;RBPMS;SCD5;FAM53B;PPP1R3B;STXBP5;ATXN1;CARD11;CMIP;CREB5;NPC1;LRCH1;SLC25A37;SETBP1;LPAR1;ARHGAP42;ZCWPW2	GCST90002399	PMID:32888494	0.426435831704301
EFO_0007006	0.3746295365621293	EFO_0007006	measurement	30	Depressive symptoms	LNPK;PCDH9;PRKD1;ASCC3;ASXL3	GCST007340	PMID:30643256	0.4263979849419399
EFO_0004346, EFO_0010736	0.3746896551724137	EFO_0004346, EFO_0010736	measurement	36	Cortical surface area (min-P)	SLC39A8;DACT1;FAT3;PCSK2;VCAN;DNAH11;SMG6;ADAMTS3;NRP1;WLS;NUAK1;NAV2;PRTG;RUNX1T1;ENPP2;ZEB2;LRCH1;FBXL17;PDGFC;HS3ST3B1;EFCAB5;THSD4;DENND1A;NHSL1	GCST010697	PMID:32665545	0.42632829720125415
EFO_0004346, EFO_0010736	0.3746896551724137	EFO_0004346, EFO_0010736	measurement	36	Cortical surface area (MOSTest)	SLC39A8;DACT1;FAT3;PCSK2;VCAN;DNAH11;SMG6;ADAMTS3;NRP1;WLS;NUAK1;NAV2;PRTG;RUNX1T1;ENPP2;ZEB2;LRCH1;FBXL17;PDGFC;HS3ST3B1;EFCAB5;THSD4;DENND1A;NHSL1	GCST010701	PMID:32665545	0.42632829720125415
EFO_0010724	0.37472668650425	EFO_0010724	measurement	48	Leisure sedentary behaviour (television watching)	EMP1;NTM;FOXP1;HIVEP2;EXT1;AUTS2;RORA;TLR4;ZNF608;FBXL17;ZNF804A;CTBP2;NPC1;TTLL11	GCST010084	PMID:32317632	0.4262853771254759
EFO_0010724	0.37472668650425	EFO_0010724	measurement	48	Leisure sedentary behaviour (computer use)	EMP1;NTM;FOXP1;HIVEP2;EXT1;AUTS2;RORA;TLR4;ZNF608;FBXL17;ZNF804A;CTBP2;NPC1;TTLL11	GCST010085	PMID:32317632	0.4262853771254759
EFO_0004464	0.3749247967615942	EFO_0004464	measurement	47	Vertex-wise sulcal depth	COL18A1;ITGA11;NRP2;COL4A1;CDH11;ADGRA2;KIF26B;NAV1;FBN1;PLCE1;COL5A2;FRMD4B;COL27A1;VCAN;PLXNA4;LTBP1;THSD4;MICAL2;DPYSL3;PLXNB2;SOX6;SOX9;EXT1;ADAMTSL3;RDH10;ALCAM;ANKS1A;EPHB3;DPP4;JAG1;AGAP1;TPM1;PKNOX2;FNIP2;LAMC3;RORA;EPHB1;HS3ST3B1;FOXO3;FRZB;TGOLN2;GAB2;DAPK1;FOXP1;CTTNBP2;PTPRM;MEIS2;ZNF516;NCAM1;JCAD;SCARF2;CPAMD8;SDK2;CTBP2;SMG6;ADAMTS6;FAT3;CPED1;TBC1D22A;EFNA5;EZR;RCSD1;TUBA1A;TANC2;SOX5;ZNF423;FAM110B	GCST90095129	PMID:34910505	0.42605583527703955
EFO_0004518	0.3751065593819682	EFO_0004518	measurement	1	Serum creatinine levels	GLI2;RBM47;ADK;COL18A1;PIP5K1B;ADGRV1;PRKCZ;GRHL2;ADAMTS7;KCNMA1;SORL1;SHROOM3;MBD5;TMEM131L;FRY;SVIL;ARL15;DGKH;MARK1;SMAD3;TSPAN9;GRB10;CASZ1;CRMP1;STAG1;CDC14A;TNK2;MPPED2;RNLS;PSEN2;CGNL1;FBXL17	GCST90018979	PMID:34594039	0.42584534139850116
EFO_0004314	0.3751520402698608	EFO_0004314	measurement	48	FEV1	ITGA2;BMP6;PRSS23;TNS1;SPRED2;MAML3;JAG1;EFEMP1;SEMA3D;ARID5B;NTM;THSD4;DCBLD2;HAND2;FOXP1;HDAC9;TWIST2;SYNE1;AFAP1;MSRB3;TBX3;PRICKLE2;SCARF2;NCALD;TGFB2;DGKB;NR4A2;ZNF365;GLIS3;SPRY4;ITGB8;BCKDHB;BMP2;SUGCT;CLIC6;TSHZ3	GCST007432	PMID:30804560	0.42579268729049846
EFO_0004527	0.3751612361944564	EFO_0004527	measurement	55	Mean corpuscular hemoglobin	TNS3;SESN3;BACH2;AFF3;RBPMS;NREP;AUTS2;AXL;CCBE1;SMOC1;BMPR2;NUDT4;MYC;CITED2;AGAP1;SOX4;CCND2;PAN3	GCST90018964	PMID:34594039	0.4257820417656668
EFO_0007988	0.3753645548226232	EFO_0007988	measurement	14	White blood cell count	ZNF516;ATP2B4;CXCL12;FAM13A;ZFPM2;ETV1;FOXP1;PDE3A;KLF12;RBPMS;ZBTB16;ZEB2;CSF1;ARHGAP42;PTEN;USP50;CCDC92;ALDH1A2;MAP3K5;SSH2;DNASE1;CMIP;TMCO3;L3MBTL3;LYST;NREP;EDNRA;PLCB1;LPAR1	GCST90002378	PMID:32888493	0.42554673963082246
EFO_0004458	0.3754620397632521	EFO_0004458	measurement	1	C-reactive protein levels	TRERF1;WWOX;GLI2;RORA;CUX2;PRKCA;JAZF1;ETV6;ARAP1;HPN;ATG7;EEPD1;RGS6;SHC1;SMAD3;IL4R	GCST90025959	PMID:34226706	0.4254339647975201
EFO_0007629	0.37547917100752	EFO_0007629	measurement	30	Hemoglobin A1c levels	CITED2;ATP2B4;ABCG2;ARHGAP42;ADAMTS9;ATP11A;GJA1;HK1;CCND1;GPSM1;SCRN3;EGF;NUDT4;SLC25A37;WNT11;SPRY2;PFKP;RASGRP1;L3MBTL3;TCF7L2	GCST90018958	PMID:34594039	0.4254141496515452
EFO_0007937	0.3754899515824329	EFO_0007937	measurement	48	Serum total protein level	COL4A1;ATXN1;F2R;NREP;IRS1;SLC12A2	GCST90019522	PMID:33462484	0.42540168057910027
EFO_0005128	0.3756692282011151	EFO_0005128	measurement	54	Albumin-globulin ratio	EGF;STEAP1B;ELL2;C9;ST6GAL1	GCST005987	PMID:29403010	0.42519437738744204
EFO_0009253	0.3758178670582527	EFO_0009253	measurement	54	Immature fraction of reticulocytes	STXBP6;HEG1;CD226;MYO1D;SLC25A21;SLC2A1;GMPR;GJA1;BMP2;SCD5;PPP1R3B;ST6GAL1;CCND2;VWA8;CD36;GLS;ARHGAP42;FBXO34	GCST90025971	PMID:34226706	0.42502257660283693
EFO_0007978	0.3758603447564032	EFO_0007978	measurement	5	Red blood cell count	PREX1;FGD5;PLEC;ACVRL1;TSPAN9;ERG;ATP11A;STARD13;KLF7;AGAP1;SPRED2;PLCL2;ATP2B4;SSH2;ETV6;GJA5;PTPRF;MECOM;CCDC92;LRMDA;CCND2;GMDS;RORA;HK1;PHGDH;ZFAT;KAT2B;FOXP1;KLF12;NREP;TCF7L2;RAD51B;MEIS1;TNS3;SLC25A37;NFIB;CTDSPL;ABO;ATP8B1	GCST90002367	PMID:32888493	0.42497349222167385
EFO_0009270	0.3758662981770844	EFO_0009270	measurement	48	Heel bone mineral density	FN1;FBXO32;SOX9;BMP6;CADM1;ADAM12;COL1A2;RUNX1;SPP1;UBASH3B;TNS1;KCNQ5;WLS;KDR;RBMS3;CDH11;CREB5;NAV1;EMP1;SEMA3D;NAV3;ARID5B;SVIL;AXL;MMP14;SOX6;CD44;THSD4;HS3ST3B1;IRS1;DUSP4;PLCB1;SLC4A4;PAPPA;PRRX1;HSP90B1;FAT1;SASH1;AUTS2;ARHGAP31;TEK;SEC24D;HHAT;SYNE1;DAAM2;ITGA1;TGFBR2;PTPRM;ARHGAP42;BCAS3;ADGRG6;FAM20A;B4GALNT3;TBX3;KLF12;SH3RF3;HECW2;MAP1B;RSPO3;DISP1;RHOJ;FOXO1;KCNMA1;SUMF1;ANK3;VDR;ADAMTSL3;DGKB;NEK7;SERP2;ZEB2;MEIS1;FBN2;CLMP;FMNL2;ATG7;SUPT3H	GCST007066	PMID:30595370	0.4249666132909491
EFO_0004530	0.375929260678034	EFO_0004530	measurement	47	Triglycerides	NID2;VCAN;MICAL2;HIVEP3;ZFPM2;RSPO3;FLT1;ABCA1;GAB2;EMILIN2;CMIP;ETV6;PPARG;BANP	GCST90018975	PMID:34594039	0.42489386940074886
EFO_0007869	0.376001724778554	EFO_0007869	measurement	1	Well-being spectrum (multivariate analysis)	DLGAP1;SHISA9;RBFOX1;LARGE1;GPC6;EHBP1;SDK1;CADM2;LINGO2;XKR6;FHIT;KIRREL3;SCAI;GNAO1;MSRA;LSAMP;CELF2;MAML3;NEGR1;MBNL1;GRM8;CTTNBP2;ASCC3;TRHDE;CELF4;MMS22L	GCST007341	PMID:30643256	0.4248101628912473
EFO_0004736	0.3760171809245938	EFO_0004736	measurement	30	Aspartate aminotransferase levels	DUSP6;ARHGAP29;BACH1;ABCA1;MGAT5;CSF1;STEAP1B;TLE4;SLC39A8;SHROOM3;C9;SPRY2;L3MBTL3	GCST90018944	PMID:34594039	0.4247923108960737
EFO_0004468	0.3761155277052723	EFO_0004468	measurement	5	Glucose levels	GRB10;LPP;ARAP1;ITPR3;SGSM1;CTBP1;KL;MECOM;RAPGEF4;FOXN3;GPSM1;SOX5;TCF7L2;JAZF1;ABO	GCST90018955	PMID:34594039	0.424678736618782
EFO_0004528	0.3761363062761276	EFO_0004528	measurement	57	Mean corpuscular hemoglobin concentration	MYC;CA3;HSPA8;SLC2A1;YPEL2;IRS1;CCND2;ATP2B4	GCST90002332	PMID:32888493	0.4246547446037175
EFO_0004833	0.3761724323010087	EFO_0004833	measurement	42	Neutrophil count	CDKN1A;TNFRSF10C;UBASH3B;PDLIM1;DNASE1;DOCK8;KITLG;ZNF423;CPEB4;TSPAN9;TNFAIP8;ACAP1;MAP3K5;MSI2;CD226;CMIP;MET;FOXP1;SSH2;RBPMS	GCST90002355	PMID:32888493	0.4246130347777737
EFO_0004344	0.3761877721436102	EFO_0004344	measurement	1	Birth weight	ITPR2;GLI2;RORA;LRIG1;MSI2;KLHL29;CABLES1;SLC2A1;LHFPL2;HMGA2;BAZ2B;FKBP5;SLC45A4;GRB10;AMPD3;KCNN3;RNLS;INSR;ANO1	GCST008362	PMID:31043758	0.42459532515156895
EFO_0010736	0.3762510254551173	EFO_0010736	measurement	48	Cortical surface area	MICAL2;BMP6;PDGFC;TNS1;WLS;ITGA11;LTBP1;CDH11;TNIK;ALCAM;EPHB1;F2R;JAG1;NAV1;DPYSL3;DDAH1;SEMA3D;NAV3;TPM1;THSD4;HS3ST3B1;VCAN;ELK3;FOXP1;AGAP1;EXT1;COL18A1;AUTS2;PLXNB2;ARHGAP31;FBN1;ADAMTS9;RORA;MEIS2;RNLS;AFAP1;GAB2;CPEB4;ZNF608;TANC2;MSRB3;GMDS;FBXL17;SEMA5A;SH3RF3;PCDH7;SMG6;TBC1D22A;GLS;RCSD1;CTBP2;EFNB2;ROR1;ANK3;ADAMTSL3;ZEB2;FMNL2;GLIS3;GNA12;SVEP1;STXBP6	GCST90091060	PMID:34560273	0.4245223077465601
EFO_0004761	0.3764562012415066	EFO_0004761	measurement	30	Serum uric acid levels	APOE;HES1;PLEKHA6;ABCG2;EPB41L2;EPB41L3;MBOAT2;ABCA1;CPS1;LRP2;FAT3;SLC39A8;GLI2	GCST90018977	PMID:34594039	0.424285544471556
EFO_0004574	0.3766770339244811	EFO_0004574	measurement	35	Total cholesterol levels	TRIM2;MAFB;BMPR1A;MITF;HMGCR;INSIG2	GCST90018974	PMID:34594039	0.4240308580126131
EFO_0004343	0.3768727018218969	EFO_0004343	measurement	5	Waist-hip ratio	PLXND1;COL4A2;ITGA9;GRB10;NRP1;ABCA1;CMIP;ARL15;LAMB1;CDH13;TBC1D22A;ZNF423;DUSP6;MECOM;LIMD2;SMG6;TBX15;NR5A2;EBF1;SDCCAG8;MCC;ADAMTS9;SMAD6;GSE1;RNF157	GCST008996	PMID:30239722	0.4238053188450916
EFO_0010972	0.37699	EFO_0010972	measurement	13	Serum phosphate levels	FOXO3;PITPNM2;CMIP;SPRY1;ZFPM1;RORA;CREB5;PLCL1;STAG1;PTPRB;ZBTB20;FAM20A;CD109;ZFPM2;EIF5A;ITGAV	GCST90025948	PMID:34226706	0.42367016969452226
EFO_0007878, EFO_0009458	0.3770034587473279	EFO_0007878, EFO_0009458	measurement	44	Problematic alcohol use (MTAG)	OTX2;ACSS3;AUTS2;RUNX1T1	GCST010544	PMID:32451486	0.4236546654228853
EFO_0005677	0.3772018288187275	EFO_0005677	measurement	50	Male puberty timing (age at voice breaking MTAG)	ARNTL;DLGAP1;SATB2;CA8	GCST90012088	PMID:32210231	0.42342621030385996
EFO_0004695	0.3774462370754033	EFO_0004695	measurement	42	Intraocular pressure	BBS9;ABCA1;MGMT;GMDS;LMO7;LPP;THSD7A;GLIS3	GCST006412	PMID:29785010	0.42314489994022336
EFO_0004713	0.3774908636461971	EFO_0004713	measurement	30	Lung function (FEV1/FVC)	BMP4;ADGRG6;DSP;ITGAV;SMAD6;SOX9;SERPING1;NOG;SBSPON;EZR;ZNF516;SLC1A3;ARHGAP42;ADAM19;NFKBIA;SPRY4;PRSS23;TIPARP;ADAMTS9;ATP2B1;MMP14;MFAP2;GJA1;SPRED2;TPM1;ZEB2;CADM1;FBLN1;CCND1;NR3C1;SORL1;SFRP2;FAM184A;SMG6	GCST90025978	PMID:34226706	0.4230935550707076
EFO_0004530	0.3776933333333334	EFO_0004530	measurement	26	Triglycerides	VCAN;ADGRV1;THRB;GAS6;GLI2;BDNF;NFIA;INSR;SLC16A9;SHROOM3;EYA1;CITED2;CMIP;LPL;PDE3A;SLC25A29;FLT1;KIT;MARK1	GCST90018975	PMID:34594039	0.4228606808386076
EFO_0004842	0.3777030303030302	EFO_0004842	measurement	17	Eosinophil counts	MSI2;FBXW7;ZFPM1;RORA;SIK3;EOMES;CCND2;BACH2;ST6GAL1;PRKCQ;MAP3K5;ID2;UBE2F-SCLY;ST3GAL6;HIVEP2;PDE8A;LPAR1;SPRED2;SMAD3	GCST90002302	PMID:32888493	0.42284953082350696
EFO_0004346, EFO_0006930	0.3777826086956522	EFO_0004346, EFO_0006930	measurement	25	Subcortical volume (min-P)	KIF26B;MSX1;NUAK1;SEMA6A;TRPS1;CDK6;NAV3;VCAN;SEMA3A;FGD4;FAT3;LAMC2;DTWD2;SLC20A2;CCDC88C;FAM53B;FAM107B;JAG1;ISL1;GRB10;MITF;LPAR1;GNA12;AFAP1;PLEC;JADE2;PTCH1	GCST010698	PMID:32665545	0.4227580387947026
EFO_0004346, EFO_0006930	0.3777826086956522	EFO_0004346, EFO_0006930	measurement	25	Subcortical volume (MOSTest)	KIF26B;MSX1;NUAK1;SEMA6A;TRPS1;CDK6;NAV3;VCAN;SEMA3A;FGD4;FAT3;LAMC2;DTWD2;SLC20A2;CCDC88C;FAM53B;FAM107B;JAG1;ISL1;GRB10;MITF;LPAR1;GNA12;AFAP1;PLEC;JADE2;PTCH1	GCST010702	PMID:32665545	0.4227580387947026
EFO_0008006	0.3777943792944137	EFO_0008006	measurement	15	Youthful appearance (self-reported)	BNC2;JAZF1;SEMA4D	GCST011011	PMID:32339537	0.42274450766240906
EFO_0005213	0.3778298316436533	EFO_0005213	measurement	48	Central corneal thickness	COL12A1;LOX;COL5A1;ATXN1;COL6A2;MASP1;ARID5B;DCBLD2	GCST90000654	PMID:32528159	0.42270375523697407
EFO_0006939	0.3778691853007188	EFO_0006939	measurement	48	Vertical cup-disc ratio (multi-trait analysis)	CDKN2B;PRAG1;FLRT2;CREB5;THSD4;VCAN;PDGFRA;ITGA1;GMDS;TGFB2;KIAA1549L;DGKB	GCST009724	PMID:31959993	0.42265852274165916
EFO_0010701	0.3780497341730925	EFO_0010701	measurement	1	Mean reticulocyte volume	DLGAP1;RAD51B;RBPMS;NOS1AP;ACOXL;SPIDR;PTPRJ;PBX1;FANCA;SLC25A21;RCL1;ZHX2;FOXP1;GAS6;ETV6;SLC2A1;SLC12A8;BCL11A;CDH3;TMEM131L;LYN;TNS3;HDAC7;ATP7B;PTEN;GRB10;CDCA2;BCL2;ACSBG1;SLC12A7;ARHGAP42;IKZF1;AURKA;SRSF3;AFF3;TLE1;MAP3K5;TXN;KIT;SETBP1;HELLS;TMCO3	GCST90025975	PMID:34226706	0.4224510629772405
EFO_0010972	0.3783681956747167	EFO_0010972	measurement	30	Serum phosphate levels	ITGAV;SLC1A3;SPRY4;TIPARP;PRAG1;ZFPM1;GJA1;SGK1	GCST90025948	PMID:34226706	0.4220853760320527
EFO_0005192	0.3784298365225708	EFO_0005192	measurement	30	Red cell distribution width	ID2;APOE;SMAD6;ATP2B4;ZNF516;ARHGAP42;MAFB;ATP11A;HK1;HSPA8;HELLS;ARL15;CPS1	GCST90002372	PMID:32888493	0.42201462986463906
EFO_0009924	0.3788928571428571	EFO_0009924	measurement	25	Medication use (drugs used in diabetes)	ZNRF3;CCND1;LPP;JAZF1;FBXW7;WSCD2;TLE1	GCST90018981	PMID:34594039	0.42148358193187485
EFO_0009932	0.3789259806168141	EFO_0009932	measurement	0	Medication use (HMG CoA reductase inhibitors)	RP1;ABCA1;HMGCR;PPARG;HERC3	GCST90018989	PMID:34594039	0.42144561681078424
EFO_0010972	0.37901183030822	EFO_0010972	measurement	48	Serum phosphate levels	ENPP1;PRAG1;ITGAV;CREB5;AFAP1L2;SGK1;RORA;AFAP1;SPRY1;BCAS3;FAM20A;HECW2;ANKH;EIF5A;PLCL1;GJA1;SPRY4;FBXL20;KCNK6;PPARG;PITPNM2	GCST90025948	PMID:34226706	0.4213472339438189
EFO_0007989	0.3790258350361616	EFO_0007989	measurement	47	Monocyte percentage of white cells	SLC22A3;ZEB2;ABO;S1PR3;ATXN1;CHSY1;CDK6;FLT1;TSPAN9;HSP90B1;ZNF516;TMCO3;EEFSEC;CDKN2B;HDAC7;SPRED2;IFITM2;LYST;FLI1;AHI1;PLCB1;LPP;GLCCI1;FOXO1;CCND3;JDP2;NPC1;CSF1;JAK1;TCF7L2;LYN;ADAMTSL4;TNFSF13B;MYO16;PLBD1;FAM53B	GCST90002394	PMID:32888494	0.4213311867832506
EFO_0004338	0.3792526942583596	EFO_0004338	measurement	5	Weight	SPRY4;KIAA1217;LDB2;NID2;ADAMTS10;LDLRAD4;TAL1;KLF7;ST3GAL1;MAST4;SETBP1;BCL2;ARAP1;NCALD;EPB41L2;GNA12;INSR;FBN2;AUTS2;ETV6;C9;ZNF423;PHACTR1;ZSWIM6;ROBO1;NPC1;GMDS;PLCL1;TEX29;PTCH1;DCC;SOX5;TNS1;XXYLT1;ZFAT;FBXL17;NREP;TCF7L2;KAT6B;SLC25A37;CYBRD1;SEMA6D;JAZF1;NTNG1;HMGA2;EHBP1	GCST90018949	PMID:34594039	0.42107132524820057
EFO_0004568	0.3793929947232667	EFO_0004568	measurement	42	Non-albumin protein levels	TNFRSF10C;CARD11;ANKRD33B;ST6GAL1;LPP	GCST90019515	PMID:33462484	0.42091069237491807
EFO_0007937	0.3794712528889425	EFO_0007937	measurement	33	Serum total protein level	COLEC12;ANKRD55;RAD51B;SLC12A2;ST6GAL1;WNT3	GCST90019522	PMID:33462484	0.42082111880561557
EFO_0008375	0.3794736842105262	EFO_0008375	measurement	3	Macular thickness	SORL1;SFRP2;FAT1;GLCCI1;RORB;CTNND2;RAD51B;NAV2;ELP4;ARHGAP28;INVS;MPP7;DENND1A	GCST006976	PMID:30535121	0.4208183362334001
EFO_0004528	0.3795866666666667	EFO_0004528	measurement	3	Mean corpuscular hemoglobin concentration	ANK1;CCND2;KIT;SLC25A37;CDH1;ARHGAP42;PLCB1;GIPC2;THRB	GCST90002332	PMID:32888493	0.42068905097285564
EFO_0004832	0.3796384615384615	EFO_0004832	measurement	36	Optic disc size	CDH2;COL13A1;FILIP1L;ZEB2;LRCH1;ELP4	GCST009462	PMID:31809533	0.4206297952232483
EFO_0004735	0.3796627329730558	EFO_0004735	measurement	5	Alanine aminotransferase levels	EPHA2;RP1;PLXNB2;BCL2;AKNA;ARL15;DMTN;GAB2;ETV6;EZR;NPC1;MERTK;RORA;PTCH1;LEPR;CDKN1A	GCST90018943	PMID:34594039	0.42060203035156896
EFO_0004518, EFO_0005208	0.3796743572641589	EFO_0004518, EFO_0005208	measurement	53	Glomerular filtration rate (creatinine)	CYP26A1;CPS1;MBD5	GCST003372	PMID:26831199	0.42058873358114274
EFO_0005677	0.3796762589928057	EFO_0005677	measurement	25	Male puberty timing (age at voice breaking MTAG)	CENPE;CA8;DLGAP1;KDM4C;JADE2	GCST90012088	PMID:32210231	0.4205865582744011
EFO_0003923	0.3797684438470268	EFO_0003923	measurement	54	Total body bone mineral density	WLS;TSPAN12;JAZF1;CD44;SMG6;WNT5B;GRB10	GCST005348	PMID:29304378	0.42048112499255663
EFO_0003923	0.3797684438470268	EFO_0003923	measurement	54	Total body bone mineral density [European]	WLS;TSPAN12;JAZF1;CD44;SMG6;WNT5B;GRB10	GCST005348_2	PMID:29304378	0.42048112499255663
